Review,predicted_sentiment,Rate,tokens,filtered_tokens,lemmas
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
best product and best buy,positive,4,"['best', 'product', 'and', 'best', 'buy']","['best', 'product', 'best', 'buy']","['best', 'product', 'best', 'buy']"
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
super!,positive,5,"['super', '!']",['super'],['super']
awesome,positive,5,['awesome'],['awesome'],['awesome']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
classy product,negative,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
fair,positive,3,['fair'],['fair'],['fair']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
very good,positive,4,"['very', 'good']",['good'],['good']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
very good,positive,4,"['very', 'good']",['good'],['good']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
value-for-money,positive,4,['value-for-money'],[],[]
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
good,neutral,3,['good'],['good'],['good']
very poor,positive,1,"['very', 'poor']",['poor'],['poor']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
very good,positive,4,"['very', 'good']",['good'],['good']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
super!,positive,5,"['super', '!']",['super'],['super']
excellent,positive,5,['excellent'],['excellent'],['excellent']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
wonderful,neutral,5,['wonderful'],['wonderful'],['wonderful']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
don't waste your money,positive,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
excellent,positive,5,['excellent'],['excellent'],['excellent']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
bad quality,neutral,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
good,neutral,3,['good'],['good'],['good']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
value-for-money,positive,4,['value-for-money'],[],[]
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
value-for-money,positive,4,['value-for-money'],[],[]
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
good,positive,3,['good'],['good'],['good']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
excellent,positive,5,['excellent'],['excellent'],['excellent']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
utterly disappointed,negative,3,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
brilliant,negative,5,['brilliant'],['brilliant'],['brilliant']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
very good,positive,4,"['very', 'good']",['good'],['good']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
delightful,positive,4,['delightful'],['delightful'],['delightful']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
expected a better product,neutral,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
awesome,positive,5,['awesome'],['awesome'],['awesome']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
super!,positive,5,"['super', '!']",['super'],['super']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
moderate,neutral,2,['moderate'],['moderate'],['moderate']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
value-for-money,positive,4,['value-for-money'],[],[]
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
good,positive,3,['good'],['good'],['good']
terrific,positive,5,['terrific'],['terrific'],['terrific']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
product is good but huge in size,positive,3,"['product', 'is', 'good', 'but', 'huge', 'in', 'size']","['product', 'good', 'huge', 'size']","['product', 'good', 'huge', 'size']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
horrible,negative,1,['horrible'],['horrible'],['horrible']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
not recommended at all,positive,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
fair,negative,3,['fair'],['fair'],['fair']
fair,neutral,3,['fair'],['fair'],['fair']
excellent,positive,5,['excellent'],['excellent'],['excellent']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
super!,positive,5,"['super', '!']",['super'],['super']
value-for-money,positive,4,['value-for-money'],[],[]
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
great product,neutral,5,"['great', 'product']","['great', 'product']","['great', 'product']"
